disease_area,disease,phase,outcome_normalized,outcome_trial_count,phase_trial_count,percentage,outcome_position
Disorder of the genitourinary system,Endometriosis,Phase 3,CHANGE IN PAIN SCORE,4,39,10.2564,1
Disorder of the genitourinary system,Endometriosis,Phase 4,CHANGE IN FERRITIN,2,29,6.8966,10
Disorder of the genitourinary system,Endometriosis,Phase 4,CHANGE IN HEMOGLOBIN,2,29,6.8966,5
Disorder of the genitourinary system,Endometriosis,Phase 4,CHANGE IN PAIN SCORE,2,29,6.8966,1
Disorder of the genitourinary system,Endometriosis,Phase 4,CHANGE IN QUALITY OF LIFE SCORE,2,29,6.8966,11
Disorder of the genitourinary system,Endometriosis,Phase 4,PATIENT SATISFACTION,2,29,6.8966,12
Disorder of the genitourinary system,Endometriosis,Phase 4,PREGNANCY RATE,2,29,6.8966,13
Disorder of the genitourinary system,Endometriosis,Phase 4,ADHESION SCORE,1,29,3.4483,14
Disorder of digestive system,Eosinophilic Esophagitis,Phase 1,AREA UNDER THE CONCENTRATION-TIME CURVE,2,4,50.0000,11
Disorder of digestive system,Eosinophilic Esophagitis,Phase 1,ACCUMULATION RATIO,1,4,25.0000,14
Disorder of digestive system,Eosinophilic Esophagitis,Phase 1,ANTIGEN-SPECIFIC NEUTRALIZING ANTIBODY GMTS,1,4,25.0000,18
Disorder of digestive system,Eosinophilic Esophagitis,Phase 1,AUC FROM 0 TO INFINITY,1,4,25.0000,19
Disorder of digestive system,Eosinophilic Esophagitis,Phase 1,AUCΤ OF METABOLITE AQ282,1,4,25.0000,20
Disorder of digestive system,Eosinophilic Esophagitis,Phase 1,AVERAGE DRUG CONCENTRATION OF VONOPRAZAN IN BREAST MILK,1,4,25.0000,21
Disorder of digestive system,Eosinophilic Esophagitis,Phase 1,DIFFERENCE IN AUC FROM 0 TO INFINITY,1,4,25.0000,23
Disorder of digestive system,Eosinophilic Esophagitis,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,5,48,10.4167,2
Disorder of digestive system,Eosinophilic Esophagitis,Phase 2,SEROCONVERSION RATE,5,48,10.4167,1
Disorder of digestive system,Eosinophilic Esophagitis,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,4,48,8.3333,0
Disorder of digestive system,Eosinophilic Esophagitis,Phase 2,GEOMETRIC MEAN TITERS,3,48,6.2500,8
Disorder of digestive system,Eosinophilic Esophagitis,Phase 2,MAXIMUM PLASMA CONCENTRATION,3,48,6.2500,9
Disorder of digestive system,Eosinophilic Esophagitis,Phase 2,TIME TO MAXIMUM CONCENTRATION,3,48,6.2500,10
Disorder of digestive system,Eosinophilic Esophagitis,Phase 2,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,2,48,4.1667,12
Disorder of digestive system,Eosinophilic Esophagitis,Phase 3,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,12,53,22.6415,0
Disorder of digestive system,Eosinophilic Esophagitis,Phase 3,SEROCONVERSION RATE,11,53,20.7547,1
Disorder of digestive system,Eosinophilic Esophagitis,Phase 3,SEROPROTECTION RATE,7,53,13.2075,3
Disorder of digestive system,Eosinophilic Esophagitis,Phase 3,ANTI-DRUG ANTIBODIES,5,53,9.4340,4
Disorder of digestive system,Eosinophilic Esophagitis,Phase 3,CHANGE FROM BASELINE IN FEV1,4,53,7.5472,5
Disorder of digestive system,Eosinophilic Esophagitis,Phase 3,CHANGE IN ACQ SCORE,4,53,7.5472,6
Disorder of digestive system,Eosinophilic Esophagitis,Phase 3,PARTICIPANTS WITH TREATMENT-EMERGENT POTENTIALLY CLINICALLY SIGNIFICANT ABNORMAL LAB VALUES,4,53,7.5472,7
Disorder of digestive system,Eosinophilic Esophagitis,Phase 4,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,3,22,13.6364,2
Disorder of digestive system,Eosinophilic Esophagitis,Phase 4,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2,22,9.0909,0
Disorder of digestive system,Eosinophilic Esophagitis,Phase 4,PEDIATRIC EOSINOPHILIC ESOPHAGITIS SYMPTOM SCORE,2,22,9.0909,13
Disorder of digestive system,Eosinophilic Esophagitis,Phase 4,ADVERSE SYMPTOMS FROM SEDATIVE AGENTS,1,22,4.5455,15
Disorder of digestive system,Eosinophilic Esophagitis,Phase 4,ANAESTHETIST SATISFACTION,1,22,4.5455,16
Disorder of digestive system,Eosinophilic Esophagitis,Phase 4,ANNUAL EXACERBATION RATE,1,22,4.5455,17
Disorder of digestive system,Eosinophilic Esophagitis,Phase 4,AVERAGE PERCENTAGE OF SEDATION FAILURES,1,22,4.5455,22
Neurological disorder,Epilepsy,Phase 1,MAXIMUM PLASMA CONCENTRATION,17,36,47.2222,1
Neurological disorder,Epilepsy,Phase 1,AREA UNDER THE CONCENTRATION-TIME CURVE,13,36,36.1111,6
Neurological disorder,Epilepsy,Phase 1,TIME TO MAXIMUM CONCENTRATION,13,36,36.1111,3
Neurological disorder,Epilepsy,Phase 1,AUC FROM 0 TO INFINITY,4,36,11.1111,12
Neurological disorder,Epilepsy,Phase 1,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,4,36,11.1111,13
Neurological disorder,Epilepsy,Phase 1,AUC0-∞,3,36,8.3333,16
Neurological disorder,Epilepsy,Phase 1,NUMBER OF ADVERSE EVENTS,3,36,8.3333,18
Neurological disorder,Epilepsy,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,15,83,18.0723,0
Neurological disorder,Epilepsy,Phase 2,PERCENT CHANGE IN SEIZURE FREQUENCY,10,83,12.0482,2
Neurological disorder,Epilepsy,Phase 2,TIME TO MAXIMUM CONCENTRATION,10,83,12.0482,3
Neurological disorder,Epilepsy,Phase 2,MAXIMUM PLASMA CONCENTRATION,9,83,10.8434,1
Neurological disorder,Epilepsy,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,8,83,9.6386,4
Neurological disorder,Epilepsy,Phase 2,SEIZURE FREQUENCY,6,83,7.2289,10
Neurological disorder,Epilepsy,Phase 2,50% RESPONDER RATE,5,83,6.0241,11
Neurological disorder,Epilepsy,Phase 3,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,28,160,17.5000,0
Neurological disorder,Epilepsy,Phase 3,RESPONDER RATE,17,160,10.6250,5
Neurological disorder,Epilepsy,Phase 3,PERCENT CHANGE IN SEIZURE FREQUENCY,16,160,10.0000,2
Neurological disorder,Epilepsy,Phase 3,CHANGE IN SEIZURE FREQUENCY,9,160,5.6250,8
Neurological disorder,Epilepsy,Phase 3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,9,160,5.6250,4
Neurological disorder,Epilepsy,Phase 3,CHANGE IN QUALITY OF LIFE SCORE,8,160,5.0000,7
Neurological disorder,Epilepsy,Phase 3,PARTIAL ONSET SEIZURE FREQUENCY,8,160,5.0000,9
Neurological disorder,Epilepsy,Phase 4,CHANGE IN QUALITY OF LIFE SCORE,4,52,7.6923,7
Neurological disorder,Epilepsy,Phase 4,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,4,52,7.6923,4
Neurological disorder,Epilepsy,Phase 4,RESPONDER RATE,4,52,7.6923,5
Neurological disorder,Epilepsy,Phase 4,RETENTION RATE,4,52,7.6923,14
Neurological disorder,Epilepsy,Phase 4,SEIZURE FREE RATE,4,52,7.6923,15
Neurological disorder,Epilepsy,Phase 4,CHANGE IN HADS SCORE,3,52,5.7692,17
Neurological disorder,Epilepsy,Phase 4,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,3,52,5.7692,19
Disorder of the genitourinary system,Erectile Dysfunction,Phase 1,AUC FROM 0 TO INFINITY,4,7,57.1429,2
Disorder of the genitourinary system,Erectile Dysfunction,Phase 1,MAXIMUM PLASMA CONCENTRATION,4,7,57.1429,1
Disorder of the genitourinary system,Erectile Dysfunction,Phase 1,AREA UNDER THE CURVE (AUC 0-T),1,7,14.2857,21
Disorder of the genitourinary system,Erectile Dysfunction,Phase 1,AREA UNDER THE CURVE FROM TIME ZERO TO LAST QUANTIFIABLE CONCENTRATION,1,7,14.2857,22
Disorder of the genitourinary system,Erectile Dysfunction,Phase 1,AUC FOR DIHYDROTESTOSTERONE,1,7,14.2857,23
Disorder of the genitourinary system,Erectile Dysfunction,Phase 1,AUC FOR ESTRADIOL,1,7,14.2857,24
Disorder of the genitourinary system,Erectile Dysfunction,Phase 1,"AUC Τ,SS OF FLIBANSERIN",1,7,14.2857,25
Disorder of the genitourinary system,Erectile Dysfunction,Phase 2,CHANGE FROM BASELINE IN GEOMETRIC MEAN IELT,2,19,10.5263,10
Disorder of the genitourinary system,Erectile Dysfunction,Phase 2,MAXIMUM PLASMA CONCENTRATION,2,19,10.5263,1
Disorder of the genitourinary system,Erectile Dysfunction,Phase 2,MEAN CHANGE IN EJACULATION-RELATED PERSONAL DISTRESS SCORE,2,19,10.5263,14
Disorder of the genitourinary system,Erectile Dysfunction,Phase 2,ABILITY TO DEFLATE CYLINDERS,1,19,5.2632,16
Disorder of the genitourinary system,Erectile Dysfunction,Phase 2,ABILITY TO DEFLATE DEVICE WITH ONE HAND,1,19,5.2632,17
Disorder of the genitourinary system,Erectile Dysfunction,Phase 2,ABILITY TO INFLATE DEVICE USING ONE HAND,1,19,5.2632,18
Disorder of the genitourinary system,Erectile Dysfunction,Phase 2,AFFIRMATIVE RESPONSE TO GAQ QUESTION 1,1,19,5.2632,19
Disorder of the genitourinary system,Erectile Dysfunction,Phase 3,CHANGE FROM BASELINE IN PENILE LENGTH,4,35,11.4286,3
Disorder of the genitourinary system,Erectile Dysfunction,Phase 3,CHANGE IN IIEF-EF SCORE,4,35,11.4286,0
Disorder of the genitourinary system,Erectile Dysfunction,Phase 3,CHANGE IN OVERALL SATISFACTION DOMAIN OF IIEF,4,35,11.4286,4
Disorder of the genitourinary system,Erectile Dysfunction,Phase 3,CHANGE IN OVERALL SATISFACTION SCORE,4,35,11.4286,5
Disorder of the genitourinary system,Erectile Dysfunction,Phase 3,CHANGE IN PAIN SCORE,4,35,11.4286,6
Disorder of the genitourinary system,Erectile Dysfunction,Phase 3,CHANGE IN PENILE PLAQUE CONSISTENCY,4,35,11.4286,7
Disorder of the genitourinary system,Erectile Dysfunction,Phase 3,CHANGE IN PERCENTAGE OF SEXUAL ATTEMPTS,4,35,11.4286,8
Disorder of the genitourinary system,Erectile Dysfunction,Phase 4,CHANGE IN IIEF OVERALL SATISFACTION SCORE,3,19,15.7895,9
Disorder of the genitourinary system,Erectile Dysfunction,Phase 4,CHANGE FROM BASELINE IN IIEF-EF SCORE,2,19,10.5263,11
Disorder of the genitourinary system,Erectile Dysfunction,Phase 4,CHANGE IN IIEF ORGASMIC FUNCTION SCORE,2,19,10.5263,12
Disorder of the genitourinary system,Erectile Dysfunction,Phase 4,CHANGE IN IIEF-EF SCORE,2,19,10.5263,0
Disorder of the genitourinary system,Erectile Dysfunction,Phase 4,ERECTILE DYSFUNCTION INVENTORY OF TREATMENT SATISFACTION SCORE,2,19,10.5263,13
Disorder of the genitourinary system,Erectile Dysfunction,Phase 4,QUALITY OF ERECTION QUESTIONNAIRE TOTAL SCORE,2,19,10.5263,15
Disorder of the genitourinary system,Erectile Dysfunction,Phase 4,ANALOG SCALE RELIABILITY,1,19,5.2632,20
Neoplastic disease,Esophageal Cancer,Phase 1,CLINICAL COMPLETE RESPONSE,1,5,20.0000,18
Neoplastic disease,Esophageal Cancer,Phase 1,CLINICAL RESPONSE RATE,1,5,20.0000,19
Neoplastic disease,Esophageal Cancer,Phase 1,COMPLETION RATE OF CHEMOTHERAPY,1,5,20.0000,20
Neoplastic disease,Esophageal Cancer,Phase 1,DOSE-LIMITING TOXICITIES,1,5,20.0000,21
Neoplastic disease,Esophageal Cancer,Phase 1,GRADE 3 OR HIGHER ADVERSE EVENTS,1,5,20.0000,22
Neoplastic disease,Esophageal Cancer,Phase 1,MAXIMUM TOLERATED DOSE,1,5,20.0000,23
Neoplastic disease,Esophageal Cancer,Phase 1,NUMBER OF DOSE LIMITING TOXICITIES,1,5,20.0000,24
Neoplastic disease,Esophageal Cancer,Phase 2,OVERALL SURVIVAL,41,92,44.5652,0
Neoplastic disease,Esophageal Cancer,Phase 2,OBJECTIVE RESPONSE RATE,40,92,43.4783,1
Neoplastic disease,Esophageal Cancer,Phase 2,PROGRESSION-FREE SURVIVAL,34,92,36.9565,2
Neoplastic disease,Esophageal Cancer,Phase 2,PATHOLOGIC COMPLETE RESPONSE,8,92,8.6957,3
Neoplastic disease,Esophageal Cancer,Phase 2,TIME TO PROGRESSION,8,92,8.6957,4
Neoplastic disease,Esophageal Cancer,Phase 2,DISEASE CONTROL RATE,7,92,7.6087,5
Neoplastic disease,Esophageal Cancer,Phase 2,CLINICAL BENEFIT RATE,5,92,5.4348,6
Neoplastic disease,Esophageal Cancer,Phase 3,OVERALL SURVIVAL,11,15,73.3333,0
Neoplastic disease,Esophageal Cancer,Phase 3,PROGRESSION-FREE SURVIVAL,6,15,40.0000,2
Neoplastic disease,Esophageal Cancer,Phase 3,OBJECTIVE RESPONSE RATE,5,15,33.3333,1
Neoplastic disease,Esophageal Cancer,Phase 3,DURATION OF RESPONSE,4,15,26.6667,7
Neoplastic disease,Esophageal Cancer,Phase 3,DISEASE-FREE SURVIVAL,3,15,20.0000,8
Neoplastic disease,Esophageal Cancer,Phase 3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,3,15,20.0000,9
Neoplastic disease,Esophageal Cancer,Phase 3,CHANGE IN EORTC QLQ-C30 GLOBAL HEALTH STATUS/QOL SCORE,2,15,13.3333,10
Neoplastic disease,Esophageal Cancer,Phase 4,ALL ADVERSE EFFECTS,1,3,33.3333,11
Neoplastic disease,Esophageal Cancer,Phase 4,ALL UPPER GASTROINTESTINAL BLEEDING,1,3,33.3333,12
Neoplastic disease,Esophageal Cancer,Phase 4,ALL-CAUSE MORTALITY OR LIVER TRANSPLANTATION,1,3,33.3333,13
Neoplastic disease,Esophageal Cancer,Phase 4,BETA POWER CORRELATION WITH PACU DELIRIUM,1,3,33.3333,14
Neoplastic disease,Esophageal Cancer,Phase 4,CHANGE IN CAM-ICU DELIRIUM SCORE,1,3,33.3333,15
Neoplastic disease,Esophageal Cancer,Phase 4,CHANGE IN COGNITIVE FAILURE QUESTIONNAIRE SCORE,1,3,33.3333,16
Neoplastic disease,Esophageal Cancer,Phase 4,CHANGE IN MINI COG SCORE,1,3,33.3333,17
Neurological disorder,Essential Tremor,Phase 1,APPARENT TERMINAL ELIMINATION HALF-LIFE,1,2,50.0000,16
Neurological disorder,Essential Tremor,Phase 1,APPARENT TOTAL PLASMA CLEARANCE,1,2,50.0000,17
Neurological disorder,Essential Tremor,Phase 1,APPARENT VOLUME OF DISTRIBUTION,1,2,50.0000,18
Neurological disorder,Essential Tremor,Phase 1,AREA UNDER THE CONCENTRATION-TIME CURVE,1,2,50.0000,19
Neurological disorder,Essential Tremor,Phase 1,AUC FROM TIME 0 TO INFINITY,1,2,50.0000,20
Neurological disorder,Essential Tremor,Phase 1,CHANGE FROM BASELINE IN PR INTERVAL,1,2,50.0000,25
Neurological disorder,Essential Tremor,Phase 1,CHANGE FROM BASELINE IN QRS,1,2,50.0000,26
Neurological disorder,Essential Tremor,Phase 2,CLINICAL GLOBAL IMPRESSION - GLOBAL IMPROVEMENT OF TD,3,38,7.8947,2
Neurological disorder,Essential Tremor,Phase 2,MEAN CHANGE IN TWSTRS SEVERITY SCORE,3,38,7.8947,3
Neurological disorder,Essential Tremor,Phase 2,MEAN CHANGE IN TWSTRS TOTAL SCORE,3,38,7.8947,4
Neurological disorder,Essential Tremor,Phase 2,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,3,38,7.8947,0
Neurological disorder,Essential Tremor,Phase 2,AIMS DYSKINESIA TOTAL SCORE CHANGE,2,38,5.2632,6
Neurological disorder,Essential Tremor,Phase 2,AUC FROM 0 TO INFINITY,2,38,5.2632,7
Neurological disorder,Essential Tremor,Phase 2,CGI-TS-IMPROVEMENT RESPONDER,2,38,5.2632,8
Neurological disorder,Essential Tremor,Phase 3,CHANGE FROM BASELINE IN TWSTRS TOTAL SCORE,3,27,11.1111,1
Neurological disorder,Essential Tremor,Phase 3,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,3,27,11.1111,0
Neurological disorder,Essential Tremor,Phase 3,TREATMENT DISCONTINUATION RATE,3,27,11.1111,5
Neurological disorder,Essential Tremor,Phase 3,CHANGE FROM BASELINE IN TS-PGII SCORE,2,27,7.4074,9
Neurological disorder,Essential Tremor,Phase 3,CHANGE FROM BASELINE IN TWSTRS DISABILITY SCORE,2,27,7.4074,10
Neurological disorder,Essential Tremor,Phase 3,CHANGE FROM BASELINE IN YGTSS TOTAL TIC SCORE,2,27,7.4074,11
Neurological disorder,Essential Tremor,Phase 3,CHANGE IN CDI-2 TOTAL SCORE,2,27,7.4074,12
Neurological disorder,Essential Tremor,Phase 4,CHANGE IN VAS PAIN SCORE,2,23,8.6957,13
Neurological disorder,Essential Tremor,Phase 4,PATIENT GLOBAL IMPRESSION OF IMPROVEMENT,2,23,8.6957,14
Neurological disorder,Essential Tremor,Phase 4,ABSOLUTE WORST TOTAL SCORE ON PWC-20,1,23,4.3478,15
Neurological disorder,Essential Tremor,Phase 4,AUC0-24 OF THIAMINE,1,23,4.3478,21
Neurological disorder,Essential Tremor,Phase 4,CERVICAL RANGE OF MOTION,1,23,4.3478,22
Neurological disorder,Essential Tremor,Phase 4,CGI-I RESPONSE RATE,1,23,4.3478,23
Neurological disorder,Essential Tremor,Phase 4,CHANGE FROM BASELINE IN CDIP-58 SUBSCALES' SCORES,1,23,4.3478,24
Cardiovascular disease,Familial Hypercholesterolemia,Phase 1,TIME TO MAXIMUM CONCENTRATION,5,9,55.5556,9
Cardiovascular disease,Familial Hypercholesterolemia,Phase 1,APPARENT CLEARANCE,4,9,44.4444,10
Cardiovascular disease,Familial Hypercholesterolemia,Phase 1,APPARENT VOLUME OF DISTRIBUTION,4,9,44.4444,11
Cardiovascular disease,Familial Hypercholesterolemia,Phase 1,PERCENT CHANGE IN LDL CHOLESTEROL,4,9,44.4444,0
Cardiovascular disease,Familial Hypercholesterolemia,Phase 1,CMAX OF PF-04950615,3,9,33.3333,14
Cardiovascular disease,Familial Hypercholesterolemia,Phase 1,MAXIMUM PLASMA CONCENTRATION,3,9,33.3333,15
Cardiovascular disease,Familial Hypercholesterolemia,Phase 1,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,3,9,33.3333,16
Cardiovascular disease,Familial Hypercholesterolemia,Phase 2,PERCENT CHANGE IN LDL CHOLESTEROL,23,57,40.3509,0
Cardiovascular disease,Familial Hypercholesterolemia,Phase 2,PERCENT CHANGE IN APOLIPOPROTEIN B,12,57,21.0526,2
Cardiovascular disease,Familial Hypercholesterolemia,Phase 2,PERCENT CHANGE IN LDL-C,12,57,21.0526,5
Cardiovascular disease,Familial Hypercholesterolemia,Phase 2,PERCENT CHANGE IN TOTAL CHOLESTEROL,12,57,21.0526,1
Cardiovascular disease,Familial Hypercholesterolemia,Phase 2,CHANGE IN LDL CHOLESTEROL,11,57,19.2982,7
Cardiovascular disease,Familial Hypercholesterolemia,Phase 2,PERCENT CHANGE IN TRIGLYCERIDES,11,57,19.2982,4
Cardiovascular disease,Familial Hypercholesterolemia,Phase 2,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,11,57,19.2982,8
Cardiovascular disease,Familial Hypercholesterolemia,Phase 3,PERCENT CHANGE IN LDL CHOLESTEROL,75,122,61.4754,0
Cardiovascular disease,Familial Hypercholesterolemia,Phase 3,PERCENT CHANGE IN TOTAL CHOLESTEROL,58,122,47.5410,1
Cardiovascular disease,Familial Hypercholesterolemia,Phase 3,PERCENT CHANGE IN APOLIPOPROTEIN B,51,122,41.8033,2
Cardiovascular disease,Familial Hypercholesterolemia,Phase 3,PERCENT CHANGE IN HDL CHOLESTEROL,50,122,40.9836,3
Cardiovascular disease,Familial Hypercholesterolemia,Phase 3,PERCENT CHANGE IN NON-HDL-C,37,122,30.3279,6
Cardiovascular disease,Familial Hypercholesterolemia,Phase 3,PERCENT CHANGE IN TRIGLYCERIDES,35,122,28.6885,4
Cardiovascular disease,Familial Hypercholesterolemia,Phase 3,PERCENT CHANGE IN LDL-C,33,122,27.0492,5
Cardiovascular disease,Familial Hypercholesterolemia,Phase 4,CHANGE IN LDL CHOLESTEROL,10,29,34.4828,7
Cardiovascular disease,Familial Hypercholesterolemia,Phase 4,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,7,29,24.1379,8
Cardiovascular disease,Familial Hypercholesterolemia,Phase 4,PERCENT CHANGE IN LDL CHOLESTEROL,6,29,20.6897,0
Cardiovascular disease,Familial Hypercholesterolemia,Phase 4,PERCENT CHANGE IN TOTAL CHOLESTEROL,5,29,17.2414,1
Cardiovascular disease,Familial Hypercholesterolemia,Phase 4,CHANGE IN HDL CHOLESTEROL,4,29,13.7931,12
Cardiovascular disease,Familial Hypercholesterolemia,Phase 4,CHANGE IN TOTAL CHOLESTEROL,4,29,13.7931,13
Cardiovascular disease,Familial Hypercholesterolemia,Phase 4,PERCENT CHANGE IN HDL CHOLESTEROL,4,29,13.7931,3
Clinical finding,Fatigue,Phase 1,CHANGE IN ALZHEIMER'S DISEASE KNOWLEDGE SCORE,1,2,50.0000,15
Clinical finding,Fatigue,Phase 1,CHANGE IN BARRIERS TO WALKING,1,2,50.0000,16
Clinical finding,Fatigue,Phase 1,CHANGE IN CAREGIVER SOCIAL SUPPORT SCORE,1,2,50.0000,19
Clinical finding,Fatigue,Phase 1,CHANGE IN CAREGIVING SELF-EFFICACY SCORE,1,2,50.0000,20
Clinical finding,Fatigue,Phase 1,CHANGE IN CES-D-10 SCORE,1,2,50.0000,22
Clinical finding,Fatigue,Phase 1,CHANGE IN DAILY STEPS,1,2,50.0000,24
Clinical finding,Fatigue,Phase 1,CHANGE IN DISCREPANCY IN BEHAVIOR,1,2,50.0000,25
Clinical finding,Fatigue,Phase 2,BORG FATIGUE SCALE,1,7,14.2857,11
Clinical finding,Fatigue,Phase 2,CHANGE IN BFI SCORE,1,7,14.2857,17
Clinical finding,Fatigue,Phase 2,CHANGE IN BPI SCORE,1,7,14.2857,18
Clinical finding,Fatigue,Phase 2,CHANGE IN CD4 CELL COUNT,1,7,14.2857,21
Clinical finding,Fatigue,Phase 2,CHANGE IN CLINICAL GLOBAL IMPRESSIONS,1,7,14.2857,23
Clinical finding,Fatigue,Phase 2,CHANGE IN EPWORTH SLEEPINESS SCALE SCORE,1,7,14.2857,26
Clinical finding,Fatigue,Phase 2,CHANGE IN FATIGUE SCORE,1,7,14.2857,27
Clinical finding,Fatigue,Phase 3,CHANGE IN QUALITY OF LIFE SCORE,2,8,25.0000,2
Clinical finding,Fatigue,Phase 3,EPWORTH SLEEPINESS SCALE SCORE,2,8,25.0000,3
Clinical finding,Fatigue,Phase 3,ACCEPTABILITY OF TREATMENT,1,8,12.5000,4
Clinical finding,Fatigue,Phase 3,AUC OF OTHER FATIGUE SCORES,1,8,12.5000,7
Clinical finding,Fatigue,Phase 3,AUC OF QUALITY OF LIFE SCORE,1,8,12.5000,8
Clinical finding,Fatigue,Phase 3,AUC OF SF-36 VITALITY SUBSCALE,1,8,12.5000,9
Clinical finding,Fatigue,Phase 3,AUC OF SLEEP QUALITY,1,8,12.5000,10
Clinical finding,Fatigue,Phase 4,CHANGE IN AEROBIC CAPACITY,2,9,22.2222,0
Clinical finding,Fatigue,Phase 4,CHANGE IN FERRITIN,2,9,22.2222,1
Clinical finding,Fatigue,Phase 4,ADIPONECTIN LEVEL,1,9,11.1111,5
Clinical finding,Fatigue,Phase 4,AEROBIC CAPACITY,1,9,11.1111,6
Clinical finding,Fatigue,Phase 4,CHANGE FROM BASELINE IN DEPRESSION SCORE,1,9,11.1111,12
Clinical finding,Fatigue,Phase 4,CHANGE FROM BASELINE IN FOLATE LEVEL,1,9,11.1111,13
Clinical finding,Fatigue,Phase 4,CHANGE FROM BASELINE IN ISOMETRIC AND DYNAMIC MUSCULAR STRENGTH,1,9,11.1111,14
Clinical finding,Fever,Phase 1,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,5,13,38.4615,2
Clinical finding,Fever,Phase 1,NUMBER OF PARTICIPANTS WITH SOLICITED SYSTEMIC ADVERSE EVENTS,3,13,23.0769,12
Clinical finding,Fever,Phase 1,INJECTION SITE REACTIONS,2,13,15.3846,13
Clinical finding,Fever,Phase 1,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2,13,15.3846,5
Clinical finding,Fever,Phase 1,NUMBER OF PARTICIPANTS WITH UNSOLICITED SYSTEMIC ADVERSE EVENTS,2,13,15.3846,14
Clinical finding,Fever,Phase 1,SEROCONVERSION RATE,2,13,15.3846,1
Clinical finding,Fever,Phase 1,ANTI-DENGUE IMMUNE RESPONSE RATE,1,13,7.6923,16
Clinical finding,Fever,Phase 2,GEOMETRIC MEAN TITER OF ANTIBODIES,10,60,16.6667,3
Clinical finding,Fever,Phase 2,ANTIBODY TITER,8,60,13.3333,4
Clinical finding,Fever,Phase 2,SEROPOSITIVITY RATE,8,60,13.3333,0
Clinical finding,Fever,Phase 2,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,7,60,11.6667,2
Clinical finding,Fever,Phase 2,SEROCONVERSION RATE,6,60,10.0000,1
Clinical finding,Fever,Phase 2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,5,60,8.3333,5
Clinical finding,Fever,Phase 2,ANTI-VI ELISA GEOMETRIC MEAN CONCENTRATION,4,60,6.6667,10
Clinical finding,Fever,Phase 3,SEROPOSITIVITY RATE,8,44,18.1818,0
Clinical finding,Fever,Phase 3,PERCENTAGE OF PARTICIPANTS WITH SOLICITED SYSTEMIC ADVERSE EVENTS,6,44,13.6364,6
Clinical finding,Fever,Phase 3,GEOMETRIC MEAN TITER OF NEUTRALIZING ANTIBODIES,5,44,11.3636,7
Clinical finding,Fever,Phase 3,GEOMETRIC MEAN TITERS,5,44,11.3636,8
Clinical finding,Fever,Phase 3,PERCENTAGE OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,5,44,11.3636,9
