outcome_rank,outcome_category,outcome_normalized,start_year,trial_count
476,Biomarkers/Lab Values,CHANGE IN FASTING SERUM GLUCOSE,2008,6
478,Disease Control,DURATION OF DISEASE CONTROL,2008,3
479,Treatment Adherence,DURATION OF TREATMENT,2008,1
480,Adverse Events/Safety,NUMBER OF DOSE LIMITING TOXICITIES,2008,2
481,Adverse Events/Safety,NUMBER OF SUBJECTS WITH SOLICITED LOCAL SYMPTOMS,2008,7
482,Immunogenicity,SEROCONVERSION FACTOR,2008,3
484,Pharmacokinetics,AVERAGE PLASMA CONCENTRATION,2008,1
485,Disease Activity Scores,CHANGE IN TENDER JOINT COUNT,2008,1
486,Quality of Life/PRO,CHANGE IN WOMAC SCORE,2008,2
488,Adverse Events/Safety,INCIDENCE AND SEVERITY OF ADVERSE EVENTS,2008,2
489,Response Rates,NUMBER OF PARTICIPANTS ACHIEVING TARGET,2008,3
492,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN INTRAOCULAR PRESSURE,2008,2
493,Quality of Life/PRO,CHANGE IN PITTSBURGH SLEEP QUALITY INDEX SCORE,2008,2
494,Functional Status,CHANGE IN WHO FUNCTIONAL CLASS,2008,2
495,Functional Status,HARRIS HIP SCORE,2008,2
497,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE-LIMITING TOXICITY,2008,5
498,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SOLICITED LOCAL ADVERSE EVENTS,2008,1
499,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH AT LEAST ONE ADVERSE EVENT,2008,2
500,Pharmacokinetics,PLASMA TROUGH CONCENTRATION,2008,1
1,Response Rates,OBJECTIVE RESPONSE RATE,2009,388
2,Survival/Time-to-Event,OVERALL SURVIVAL,2009,336
3,Survival/Time-to-Event,PROGRESSION-FREE SURVIVAL,2009,334
4,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,2009,248
5,Pharmacokinetics,MAXIMUM PLASMA CONCENTRATION,2009,194
6,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2009,104
7,Pharmacokinetics,TIME TO MAXIMUM CONCENTRATION,2009,133
8,Response Rates,DURATION OF RESPONSE,2009,110
9,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,2009,117
10,Pharmacokinetics,AUC FROM 0 TO INFINITY,2009,78
11,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN A1C,2009,90
12,Vital Signs/Physical Measures,CHANGE IN BODY WEIGHT,2009,81
13,Pharmacokinetics,AREA UNDER THE CONCENTRATION-TIME CURVE,2009,57
14,Disease Control,DISEASE CONTROL RATE,2009,51
15,Pharmacokinetics,PLASMA DRUG CONCENTRATION,2009,67
16,Quality of Life/PRO,CHANGE IN QUALITY OF LIFE SCORE,2009,58
17,Symptoms/Pain,CHANGE IN VAS PAIN SCORE,2009,69
18,Quality of Life/PRO,PATIENT SATISFACTION,2009,44
19,Dose-Finding,MAXIMUM TOLERATED DOSE,2009,88
20,Symptoms/Pain,CHANGE IN PAIN SCORE,2009,42
21,Survival/Time-to-Event,TIME TO PROGRESSION,2009,78
22,Mortality,ALL-CAUSE MORTALITY,2009,49
23,Response Rates,PERCENTAGE OF PARTICIPANTS ACHIEVING TARGET,2009,61
24,Vital Signs/Physical Measures,CHANGE IN BLOOD PRESSURE,2009,54
25,Pharmacokinetics,AUC FROM 0 TO LAST MEASURABLE CONCENTRATION,2009,32
26,Biomarkers/Lab Values,CHANGE IN FASTING PLASMA GLUCOSE,2009,73
27,Adverse Events/Safety,NUMBER OF ADVERSE EVENTS,2009,29
28,Quality of Life/PRO,CHANGE IN SF-36 SCORE,2009,53
29,Response Rates,COMPLETE RESPONSE RATE,2009,32
30,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2009,20
31,Vital Signs/Physical Measures,CHANGE IN HEART RATE,2009,31
32,Biomarkers/Lab Values,CHANGE IN HEMOGLOBIN,2009,36
33,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH ADVERSE EVENTS,2009,17
34,Immunogenicity,SEROCONVERSION RATE,2009,46
35,Pharmacokinetics,VOLUME OF DISTRIBUTION,2009,31
36,Response Rates,CLINICAL BENEFIT RATE,2009,32
37,Quality of Life/PRO,CHANGE IN EQ-5D SCORE,2009,33
38,Hospitalization/Healthcare Use,LENGTH OF HOSPITAL STAY,2009,23
39,Vital Signs/Physical Measures,CHANGE IN BODY MASS INDEX,2009,18
40,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF CHANGE,2009,27
41,Symptoms/Pain,CHANGE IN NRS PAIN SCORE,2009,23
42,Response Rates,SUSTAINED VIROLOGIC RESPONSE,2009,22
43,Adverse Events/Safety,DOSE-LIMITING TOXICITIES,2009,22
44,Biomarkers/Lab Values,CHANGE IN LDL CHOLESTEROL,2009,36
45,Survival/Time-to-Event,EVENT-FREE SURVIVAL,2009,29
46,Immunogenicity,SEROPROTECTION RATE,2009,52
47,Functional Status,CHANGE IN 6-MINUTE WALK DISTANCE,2009,28
48,Response Rates,TIME TO RESPONSE,2009,20
49,Survival/Time-to-Event,DISEASE-FREE SURVIVAL,2009,25
50,Pharmacokinetics,APPARENT VOLUME OF DISTRIBUTION,2009,20
51,Mental Health Outcomes,CHANGE IN MADRS SCORE,2009,32
52,Biomarkers/Lab Values,CHANGE IN CRP,2009,28
53,Immunogenicity,ANTI-DRUG ANTIBODIES,2009,18
54,Biomarkers/Lab Values,CHANGE IN TRIGLYCERIDES,2009,36
55,Mental Health Outcomes,CHANGE IN PHQ-9 SCORE,2009,12
56,Biomarkers/Lab Values,CHANGE IN TOTAL CHOLESTEROL,2009,35
57,Response Rates,ACR20 RESPONSE,2009,33
58,Biomarkers/Lab Values,CHANGE IN HDL CHOLESTEROL,2009,30
59,Pharmacokinetics,HALF-LIFE,2009,19
60,Disease Activity Scores,CHANGE IN DAS28 SCORE,2009,32
61,Vital Signs/Physical Measures,CHANGE IN SYSTOLIC BLOOD PRESSURE,2009,23
62,Pharmacokinetics,CLEARANCE,2009,16
63,Functional Status,CHANGE IN HAQ-DI SCORE,2009,28
64,Biomarkers/Lab Values,CHANGE IN VIRAL LOAD,2009,30
65,Treatment Adherence,TREATMENT ADHERENCE RATE,2009,11
66,Biomarkers/Lab Values,CHANGE IN ALT,2009,16
67,Survival/Time-to-Event,MEDIAN OVERALL SURVIVAL,2009,25
68,Vital Signs/Physical Measures,CHANGE IN WAIST CIRCUMFERENCE,2009,10
69,Adverse Events/Safety,INCIDENCE OF ADVERSE EVENTS,2009,13
70,Biomarkers/Lab Values,CHANGE IN CD4 COUNT,2009,35
71,Biomarkers/Lab Values,NUMBER OF PARTICIPANTS WITH LABORATORY ABNORMALITIES,2009,20
72,Pharmacokinetics,TROUGH CONCENTRATION,2009,7
73,Pharmacokinetics,TERMINAL HALF-LIFE,2009,12
74,Quality of Life/PRO,QUALITY OF LIFE SCORE,2009,12
75,Biomarkers/Lab Values,CHANGE IN EGFR,2009,13
76,Mental Health Outcomes,CHANGE IN HAM-D SCORE,2009,20
77,Survival/Time-to-Event,TIME TO TREATMENT FAILURE,2009,30
78,Symptoms/Pain,PAIN RESPONSE RATE,2009,24
79,Response Rates,IGA RESPONSE,2009,13
80,Response Rates,ACR50 RESPONSE,2009,29
81,Immunogenicity,ANTIBODY TITER,2009,42
82,Vital Signs/Physical Measures,CHANGE IN DIASTOLIC BLOOD PRESSURE,2009,24
83,Response Rates,PASI 75 RESPONSE,2009,10
84,Pharmacokinetics,ACCUMULATION RATIO,2009,16
85,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-RELATED ADVERSE EVENTS,2009,10
86,Pharmacokinetics,TERMINAL ELIMINATION HALF-LIFE,2009,8
87,Biomarkers/Lab Values,CHANGE IN CREATININE,2009,16
88,Quality of Life/PRO,CHANGE IN DLQI SCORE,2009,7
89,Response Rates,ACR70 RESPONSE,2009,25
90,Mental Health Outcomes,CHANGE IN GAD-7 SCORE,2009,4
91,Survival/Time-to-Event,MEDIAN PROGRESSION-FREE SURVIVAL,2009,15
92,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,2009,9
93,Symptoms/Pain,CHANGE IN BPI SCORE,2009,15
94,Immunogenicity,NUMBER OF PARTICIPANTS WITH ANTI-DRUG ANTIBODIES,2009,21
95,Remission/Cure,COMPLETE REMISSION,2009,16
96,Imaging Outcomes,CHANGE IN BONE MINERAL DENSITY,2009,22
97,Quality of Life/PRO,CHANGE IN EORTC QLQ-C30 SCORE,2009,16
98,Biomarkers/Lab Values,PERCENTAGE OF PARTICIPANTS WITH LABORATORY ABNORMALITIES,2009,6
99,Biomarkers/Lab Values,CHANGE IN AST,2009,10
100,Mental Health Outcomes,CHANGE IN PANSS SCORE,2009,16
101,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE LIMITING TOXICITIES,2009,10
102,Adverse Events/Safety,GRADE 3 OR HIGHER ADVERSE EVENTS,2009,13
103,Vital Signs/Physical Measures,SYSTOLIC BLOOD PRESSURE,2009,6
105,Mental Health Outcomes,CHANGE IN MMSE SCORE,2009,19
106,Pharmacokinetics,MEAN RESIDENCE TIME,2009,16
107,Biomarkers/Lab Values,CHANGE IN PLATELET COUNT,2009,18
108,Response Rates,COMPLETE RESPONSE,2009,13
109,Dose-Finding,RECOMMENDED PHASE 2 DOSE,2009,10
110,Immunogenicity,IMMUNE RESPONSE RATE,2009,11
111,Pharmacokinetics,RENAL CLEARANCE,2009,6
112,Biomarkers/Lab Values,PERCENT CHANGE IN LDL CHOLESTEROL,2009,10
113,Treatment Adherence,COMPLIANCE RATE,2009,13
114,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE-LIMITING TOXICITIES,2009,11
115,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN FEV1,2009,17
116,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH UNSOLICITED ADVERSE EVENTS,2009,10
117,Remission/Cure,CLINICAL REMISSION,2009,7
118,Response Rates,RESPONDER RATE,2009,16
119,Quality of Life/PRO,FATIGUE,2009,8
120,Functional Status,6-MINUTE WALK DISTANCE,2009,8
121,Pharmacokinetics,MAXIMUM SERUM CONCENTRATION,2009,12
122,Response Rates,PATHOLOGICAL COMPLETE RESPONSE,2009,10
123,Vital Signs/Physical Measures,DIASTOLIC BLOOD PRESSURE,2009,10
124,Adverse Events/Safety,INJECTION SITE REACTIONS,2009,13
125,Pharmacokinetics,MAXIMUM OBSERVED SERUM CONCENTRATION,2009,13
126,Symptoms/Pain,PAIN SCORE,2009,10
127,Hospitalization/Healthcare Use,HOSPITAL LENGTH OF STAY,2009,8
128,Biomarkers/Lab Values,CHANGE IN WHITE BLOOD CELL COUNT,2009,10
129,Response Rates,PASI 90 RESPONSE,2009,2
130,Symptoms/Pain,CHANGE IN WOMAC PAIN SCORE,2009,11
131,Mortality,30-DAY MORTALITY,2009,8
132,Imaging Outcomes,CHANGE IN EJECTION FRACTION,2009,4
133,Biomarkers/Lab Values,CHANGE IN ALBUMIN,2009,3
134,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,2009,5
135,Vital Signs/Physical Measures,CHANGE IN TEMPERATURE,2009,1
136,Adverse Events/Safety,TOTAL ADVERSE EVENTS SUMMARY,2009,9
137,Pharmacokinetics,TIME TO MAXIMUM PLASMA CONCENTRATION,2009,3
138,Mental Health Outcomes,SUICIDAL IDEATION ASSESSMENT,2009,11
139,Mental Health Outcomes,CHANGE IN HAM-A SCORE,2009,9
140,Disease Activity Scores,CHANGE IN CDAI SCORE,2009,3
141,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN BLOOD PRESSURE,2009,7
142,Mental Health Outcomes,CHANGE IN MOCA SCORE,2009,4
143,Mental Health Outcomes,CHANGE IN ADAS-COG SCORE,2009,11
144,Adverse Events/Safety,INCIDENCE OF TREATMENT-EMERGENT ADVERSE EVENTS,2009,1
145,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ABNORMAL ECG FINDINGS,2009,11
146,Immunogenicity,GEOMETRIC MEAN TITERS,2009,7
147,Quality of Life/PRO,CHANGE IN SGRQ SCORE,2009,10
148,Pharmacokinetics,APPARENT CLEARANCE,2009,6
149,Survival/Time-to-Event,1-YEAR SURVIVAL RATE,2009,10
150,Response Rates,BEST OVERALL RESPONSE RATE,2009,7
151,Biomarkers/Lab Values,CHANGE FROM BASELINE IN HEMATOCRIT,2009,4
152,Biomarkers/Lab Values,CHANGE IN BILIRUBIN,2009,5
153,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS AND NON-SERIOUS ADVERSE EVENTS,2009,7
154,Hospitalization/Healthcare Use,HOSPITALIZATION RATE,2009,2
155,Adverse Events/Safety,NUMBER OF PATIENTS WITH ADVERSE EVENTS,2009,10
156,Mental Health Outcomes,CHANGE IN YMRS SCORE,2009,5
157,Pharmacokinetics,APPARENT TERMINAL HALF-LIFE,2009,8
158,Biomarkers/Lab Values,PERCENT CHANGE IN TOTAL CHOLESTEROL,2009,7
159,Pharmacokinetics,TROUGH PLASMA CONCENTRATION,2009,7
160,Adverse Events/Safety,NUMBER OF SERIOUS ADVERSE EVENTS,2009,10
161,Adverse Events/Safety,DOSE-LIMITING TOXICITY,2009,13
162,Immunogenicity,GEOMETRIC MEAN TITER,2009,9
163,Microbiological/Virological,VIRAL SUPPRESSION RATE,2009,15
164,Biomarkers/Lab Values,PERCENT CHANGE IN HDL CHOLESTEROL,2009,6
165,Treatment Adherence,RETENTION RATE,2009,2
166,Biomarkers/Lab Values,CHANGE IN FERRITIN,2009,2
167,Adverse Events/Safety,NUMBER OF SUBJECTS WITH ANY AND GRADE 3 SOLICITED LOCAL SYMPTOMS,2009,24
168,Survival/Time-to-Event,TIME TO NEXT TREATMENT,2009,6
169,Mortality,CARDIOVASCULAR MORTALITY,2009,7
170,Response Rates,EASI 75 RESPONSE,2009,1
171,Pharmacokinetics,ELIMINATION HALF-LIFE,2009,2
172,Response Rates,PARTIAL RESPONSE RATE,2009,6
173,Vital Signs/Physical Measures,CHANGE IN PULSE RATE,2009,4
174,Mental Health Outcomes,DEPRESSION RESPONSE RATE,2009,8
175,Biomarkers/Lab Values,CHANGE IN ESR,2009,18
176,Symptoms/Pain,CHANGE IN PRURITUS SCORE,2009,2
177,Survival/Time-to-Event,MEDIAN PROGRESSION FREE SURVIVAL,2009,12
179,Pharmacokinetics,APPARENT ORAL CLEARANCE,2009,8
180,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN TROUGH FEV1,2009,12
181,Vital Signs/Physical Measures,CHANGE IN FEV1,2009,5
182,Response Rates,CLINICAL RESPONSE RATE,2009,12
183,Biomarkers/Lab Values,PERCENT CHANGE IN TRIGLYCERIDES,2009,6
184,Pharmacokinetics,VOLUME OF DISTRIBUTION AT STEADY STATE,2009,8
185,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN PULSE RATE,2009,3
186,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT LABORATORY ABNORMALITIES,2009,3
187,Biomarkers/Lab Values,CHANGE IN NT-PROBNP,2009,6
188,Disease Activity Scores,CHANGE IN UPDRS SCORE,2009,9
190,Biomarkers/Lab Values,PERCENT CHANGE IN APOLIPOPROTEIN B,2009,5
191,Biomarkers/Lab Values,NUMBER OF PARTICIPANTS WITH LABORATORY TEST ABNORMALITIES,2009,6
192,Adverse Events/Safety,"NUMBER OF SUBJECTS WITH ANY, GRADE 3 AND RELATED SOLICITED GENERAL SYMPTOMS",2009,22
193,Symptoms/Pain,OPIOID CONSUMPTION,2009,2
194,Hospitalization/Healthcare Use,TIME TO HOSPITAL DISCHARGE,2009,4
195,Vital Signs/Physical Measures,HEART RATE,2009,6
196,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN RESPIRATORY RATE,2009,1
197,Survival/Time-to-Event,RELAPSE-FREE SURVIVAL,2009,8
198,Response Rates,PERCENTAGE OF PARTICIPANTS WITH VIROLOGIC FAILURE,2009,1
200,Survival/Time-to-Event,OVERALL SURVIVAL RATE,2009,4
201,Response Rates,PATHOLOGIC COMPLETE RESPONSE,2009,7
202,Quality of Life/PRO,TREATMENT SATISFACTION,2009,4
203,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY ADVERSE EVENTS,2009,11
204,Biomarkers/Lab Values,MINIMAL RESIDUAL DISEASE NEGATIVITY,2009,3
205,Imaging Outcomes,CHANGE IN TUMOR SIZE,2009,8
206,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS AND/OR NON-SERIOUS ADVERSE EVENTS,2009,4
208,Quality of Life/PRO,CHANGE IN EQ-5D VAS SCORE,2009,8
209,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS LEADING TO DISCONTINUATION,2009,5
210,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DRUG-RELATED ADVERSE EVENTS,2009,4
211,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ECG ABNORMALITIES,2009,7
212,Biomarkers/Lab Values,CHANGE IN C-REACTIVE PROTEIN,2009,10
213,Mental Health Outcomes,CHANGE IN HADS SCORE,2009,1
214,Mental Health Outcomes,CHANGE FROM BASELINE IN CGI-S SCORE,2009,8
215,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN SYSTOLIC BLOOD PRESSURE,2009,8
216,Quality of Life/PRO,CHANGE IN FATIGUE SCORE,2009,3
217,Response Rates,CLINICAL RESPONSE,2009,8
218,Survival/Time-to-Event,TIME TO PSA PROGRESSION,2009,3
219,Pharmacokinetics,ELIMINATION RATE CONSTANT,2009,6
220,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS OF SPECIAL INTEREST,2009,2
221,Pharmacokinetics,PEAK PLASMA CONCENTRATION,2009,2
222,Symptoms/Pain,NAUSEA,2009,1
223,Biomarkers/Lab Values,CHANGE IN ABSOLUTE NEUTROPHIL COUNT,2009,13
224,Biomarkers/Lab Values,CHANGE FROM BASELINE IN HEMATOLOGY PARAMETERS,2009,3
225,Biomarkers/Lab Values,CHANGE IN HEMATOCRIT,2009,4
226,Mortality,TREATMENT-RELATED MORTALITY,2009,3
227,Survival/Time-to-Event,RECURRENCE-FREE SURVIVAL,2009,5
228,Pharmacokinetics,AUCTAU,2009,5
229,Functional Status,CHANGE IN EDSS SCORE,2009,9
230,Biomarkers/Lab Values,CHANGE IN HSCRP,2009,8
231,Response Rates,TUMOR RESPONSE RATE,2009,8
232,Response Rates,PASI 50 RESPONSE,2009,5
233,Adverse Events/Safety,PROCEDURAL SUCCESS,2009,9
234,Quality of Life/PRO,CHANGE IN KCCQ SCORE,2009,5
235,Quality of Life/PRO,SLEEP EFFICIENCY,2009,7
236,Survival/Time-to-Event,TIME TO RELAPSE,2009,5
237,Pharmacokinetics,MINIMUM PLASMA CONCENTRATION,2009,7
238,Symptoms/Pain,PRURITUS SCORE,2009,4
239,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT CHANGES IN VITAL SIGNS,2009,4
240,Immunogenicity,SERORESPONSE RATE,2009,5
241,Mental Health Outcomes,CHANGE IN CGI-S SCORE,2009,4
242,Adverse Events/Safety,FREQUENCY OF ADVERSE EVENTS,2009,6
243,Vital Signs/Physical Measures,PERCENT CHANGE IN BODY WEIGHT,2009,4
244,Remission/Cure,DEPRESSION REMISSION RATE,2009,8
245,Disease Control,STABLE DISEASE RATE,2009,3
246,Vital Signs/Physical Measures,BODY MASS INDEX,2009,1
247,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN DIASTOLIC BLOOD PRESSURE,2009,6
248,Disease Activity Scores,CHANGE IN SDAI SCORE,2009,1
249,Symptoms/Pain,DYSPNEA SCORE,2009,1
250,Microbiological/Virological,MICROBIOLOGICAL ERADICATION,2009,7
251,Survival/Time-to-Event,TIME TO TUMOR PROGRESSION,2009,2
252,Pharmacokinetics,APPARENT CLEARANCE (CL/F),2009,2
253,Biomarkers/Lab Values,CHANGE IN FASTING INSULIN,2009,8
255,Adverse Events/Safety,ADVERSE EVENTS LEADING TO DISCONTINUATION,2009,3
256,Mortality,ALL COLLECTED DEATHS,2009,1
257,Pharmacokinetics,AUC∞,2009,1
258,Biomarkers/Lab Values,CHANGE IN FASTING GLUCOSE,2009,4
259,Vital Signs/Physical Measures,FORCED EXPIRATORY VOLUME IN 1 SECOND (FEV1),2009,8
260,Quality of Life/PRO,PARTICIPANT SATISFACTION,2009,2
262,Biomarkers/Lab Values,CHANGE IN INR,2009,3
263,Vital Signs/Physical Measures,INTRAOCULAR PRESSURE,2009,5
264,Biomarkers/Lab Values,CHANGE IN HOMA-IR,2009,6
265,Adverse Events/Safety,INCIDENCE OF SERIOUS ADVERSE EVENTS,2009,4
266,Mortality,NUMBER OF PARTICIPANTS WHO DIED,2009,2
267,Pharmacokinetics,PLASMA DECAY HALF-LIFE,2009,5
268,Quality of Life/PRO,TOTAL SLEEP TIME,2009,8
269,Response Rates,TUMOR RESPONSE,2009,7
271,Pharmacokinetics,MAXIMUM OBSERVED PLASMA CONCENTRATION,2009,3
272,Mental Health Outcomes,CHANGE IN CES-D SCORE,2009,3
273,Hospitalization/Healthcare Use,DURATION OF HOSPITALIZATION,2009,2
274,Survival/Time-to-Event,DURATION OF OBJECTIVE RESPONSE,2009,8
275,Hospitalization/Healthcare Use,ICU ADMISSION RATE,2009,3
276,Hospitalization/Healthcare Use,ICU LENGTH OF STAY,2009,4
277,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT CHANGE IN VITAL SIGNS,2009,4
278,Immunogenicity,NUMBER OF PARTICIPANTS WITH POSITIVE ANTI-DRUG ANTIBODIES,2009,1
279,Adverse Events/Safety,NUMBER OF SUBJECTS REPORTING UNSOLICITED ADVERSE EVENTS,2009,8
280,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF IMPROVEMENT,2009,9
281,Vital Signs/Physical Measures,FORCED VITAL CAPACITY,2009,7
282,Biomarkers/Lab Values,LABORATORY VALUES SUMMARY,2009,4
283,Mortality,NON-RELAPSE MORTALITY,2009,5
284,Functional Status,VISUAL ACUITY,2009,2
285,Mental Health Outcomes,CHANGE IN BDI-II SCORE,2009,3
286,Mental Health Outcomes,PERCEIVED STRESS SCORE,2009,1
287,Response Rates,TARGET LESION RESPONSE,2009,7
288,Disease Activity Scores,ANNUALIZED RELAPSE RATE,2009,6
289,Mental Health Outcomes,CHANGE IN ANXIETY SCORE,2009,1
290,Biomarkers/Lab Values,CHANGE IN PSA,2009,8
291,Response Rates,COMPLETE REMISSION RATE,2009,3
292,Remission/Cure,ENDOSCOPIC REMISSION,2009,1
293,Survival/Time-to-Event,PROGRESSION-FREE SURVIVAL RATE,2009,5
295,Disease Control,ANNUAL EXACERBATION RATE,2009,4
296,Disease Control,CLINICAL SUCCESS,2009,3
298,Pharmacokinetics,AUC0-LAST,2009,1
299,Functional Status,CHANGE IN VISUAL ACUITY,2009,6
300,Hospitalization/Healthcare Use,EMERGENCY ROOM VISITS,2009,1
301,Biomarkers/Lab Values,MEAN CHANGE IN HEMOGLOBIN,2009,1
302,Imaging Outcomes,PERCENT CHANGE IN BONE MINERAL DENSITY,2009,10
303,Symptoms/Pain,CHANGE IN ADHD-RS SCORE,2009,8
304,Biomarkers/Lab Values,CHANGE IN TOTAL BILIRUBIN,2009,3
305,Disease Control,DURATION OF STABLE DISEASE,2009,4
306,Mortality,MORTALITY,2009,5
307,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT SERIOUS ADVERSE EVENTS,2009,1
308,Biomarkers/Lab Values,PERCENT CHANGE IN NON-HDL-C,2009,1
309,Mortality,PERCENTAGE OF PARTICIPANTS WHO DIED,2009,6
310,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN ECG PARAMETERS,2009,1
311,Treatment Adherence,MEDICATION ADHERENCE,2009,4
312,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS,2009,4
313,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH GRADE 3 OR HIGHER ADVERSE EVENTS,2009,3
314,Disease Control,TECHNICAL SUCCESS,2009,7
315,Disease Activity Scores,CHANGE IN BASDAI SCORE,2009,4
316,Functional Status,CHANGE IN ECOG PERFORMANCE STATUS,2009,4
317,Remission/Cure,CLINICAL CURE RATE,2009,2
318,Biomarkers/Lab Values,INSULIN SENSITIVITY,2009,4
319,Treatment Adherence,NUMBER OF PARTICIPANTS COMPLETING TREATMENT,2009,2
320,Adverse Events/Safety,TOTAL SERIOUS ADVERSE EVENTS SUMMARY,2009,5
321,Symptoms/Pain,CHANGE IN DYSPNEA SCORE,2009,4
322,Biomarkers/Lab Values,CHANGE IN SERUM CREATININE,2009,3
323,Quality of Life/PRO,CHANGE IN SF-12 SCORE,2009,4
324,Mental Health Outcomes,CLINICIAN GLOBAL IMPRESSION,2009,8
325,Functional Status,CHANGE IN PHYSICAL ACTIVITY,2009,2
326,Quality of Life/PRO,CLIENT SATISFACTION,2009,1
327,Other Clinical Endpoints,DEVICE SUCCESS,2009,11
328,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY ADVERSE EVENT,2009,3
329,Biomarkers/Lab Values,PERCENT CHANGE IN LDL-C,2009,3
330,Vital Signs/Physical Measures,RESPIRATORY RATE,2009,3
331,Mortality,90-DAY MORTALITY,2009,2
332,Adverse Events/Safety,"NUMBER OF SUBJECTS WITH ANY, GRADE 3 AND RELATED UNSOLICITED ADVERSE EVENTS",2009,16
333,Symptoms/Pain,AVERAGE PAIN SCORE,2009,1
334,Vital Signs/Physical Measures,MEAN CHANGE IN BLOOD PRESSURE,2009,9
336,Pharmacokinetics,STEADY-STATE CONCENTRATION,2009,8
337,Pharmacokinetics,SYSTEMIC CLEARANCE,2009,3
338,Vital Signs/Physical Measures,TROUGH FEV1,2009,9
339,Pharmacokinetics,APPARENT TERMINAL ELIMINATION HALF-LIFE,2009,5
341,Mortality,NUMBER OF DEATHS,2009,3
343,Quality of Life/PRO,CHANGE IN FACIT-FATIGUE SCORE,2009,1
344,Response Rates,MEDIAN DURATION OF RESPONSE,2009,2
345,Adverse Events/Safety,NUMBER OF PARTICIPANTS WHO DISCONTINUED STUDY TREATMENT DUE TO AN AE,2009,5
346,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH ABNORMAL VITAL SIGNS,2009,8
347,Adverse Events/Safety,NUMBER OF TREATMENT EMERGENT ADVERSE EVENTS,2009,5
348,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2009,1
349,Quality of Life/PRO,PITTSBURGH SLEEP QUALITY INDEX SCORE,2009,3
350,Response Rates,PROSTATE-SPECIFIC ANTIGEN RESPONSE,2009,3
351,Adverse Events/Safety,ESTIMATED BLOOD LOSS,2009,4
352,Response Rates,PERCENTAGE OF PATIENTS ACHIEVING TARGET,2009,10
353,Mental Health Outcomes,CLINICAL GLOBAL IMPRESSION - IMPROVEMENT,2009,5
354,Adverse Events/Safety,NUMBER OF PARTICIPANTS REPORTING ONE OR MORE TREATMENT-EMERGENT ADVERSE EVENTS,2009,4
355,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE LIMITING TOXICITY,2009,6
